X,Y,COLOR
87,3,1
2,67,1
65,42,0
74,65,0
36,65,0
46,66,0
82,38,0
18,77,0
36,84,0
42,16,0
73,52,0
81,25,0
22,96,1
39,31,3
1,53,1
4,74,1
51,77,0
94,49,1
81,80,0
97,24,1
40,69,0
55,99,1
86,35,1
39,7,1
85,69,1
60,48,3
26,15,1
58,50,3
56,27,3
14,13,1
15,94,1
47,35,3
35,48,3
4,86,1
1,2,1
42,14,1
9,49,1
83,11,1
53,73,0
31,29,3
74,39,0
81,27,0
77,56,0
9,45,1
47,6,1
60,58,3
9,73,1
28,94,1
21,67,0
61,92,1
91,18,1
42,76,0
9,66,1
58,29,3
9,70,1
64,39,3
55,72,0
26,55,3
14,93,1
4,56,1
20,96,1
99,24,1
53,99,1
18,92,1
67,38,0
51,78,0
50,13,1
5,92,1
56,80,0
91,20,1
83,45,0
22,30,0
65,81,0
77,87,1
61,24,0
75,32,0
96,87,1
95,84,1
30,88,1
12,51,1
48,63,3
77,32,0
56,82,0
88,6,1
76,69,0
93,0,1
78,34,0
15,6,1
24,84,0
68,88,1
96,13,1
98,55,1
57,93,1
51,27,3
88,20,1
66,8,1
91,6,1
41,1,1
38,26,3
97,33,1
34,10,1
85,49,1
83,20,0
88,6,1
54,66,0
66,56,0
63,59,3
83,79,0
86,71,1
19,32,0
42,38,2
30,21,0
27,4,1
41,70,0
86,39,1
30,2,1
14,4,1
4,73,1
57,68,0
70,22,0
52,85,1
88,88,1
28,11,1
89,52,1
35,12,1
44,29,3
53,26,3
39,59,3
35,51,3
84,69,0
95,81,1
64,32,3
52,80,0
4,43,1
0,5,1
46,61,3
13,79,1
11,9,1
42,95,1
91,47,1
28,41,3
70,80,0
15,37,1
83,3,1
82,55,0
50,78,0
16,35,0
36,1,1
68,26,0
41,98,1
18,70,0
59,23,0
95,26,1
75,10,1
4,82,1
40,80,0
37,24,0
97,13,1
0,15,1
34,0,1
69,45,0
62,47,3
13,13,1
41,34,3
99,59,1
52,66,0
2,40,1
44,18,0
8,67,1
76,24,0
14,70,1
5,49,1
42,16,0
5,4,1
67,94,1
3,94,1
49,5,1
28,97,1
92,36,1
44,46,2
56,45,3
0,25,1
48,9,1
43,87,1
98,58,1
0,1,1
89,44,1
23,84,0
46,25,0
43,67,0
58,47,3
14,22,1
27,95,1
95,53,1
43,59,3
24,99,1
54,76,0
74,83,0
14,19,1
85,57,1
22,47,0
15,31,1
68,23,0
93,70,1
56,21,0
27,86,1
62,64,3
74,79,0
71,9,1
95,39,1
25,6,1
7,94,1
2,30,1
30,93,1
61,6,1
49,97,1
32,45,3
84,81,0
59,59,3
42,41,2
71,42,0
75,7,1
98,59,1
11,78,1
48,88,1
15,0,1
91,98,1
17,17,0
90,37,1
27,59,3
69,26,0
45,26,3
40,27,3
18,36,0
33,65,0
12,37,1
19,37,0
59,12,1
52,52,2
92,46,1
77,9,1
70,5,1
70,11,1
66,72,0
56,74,0
80,41,0
93,58,1
58,54,3
31,5,1
33,94,1
31,42,3
11,6,1
8,79,1
76,41,0
3,24,1
40,6,1
92,21,1
85,24,1
20,29,0
55,64,3
73,37,0
55,89,1
19,20,0
87,30,1
60,57,3
35,51,3
87,90,1
53,65,0
85,24,1
65,14,1
23,18,0
69,32,0
37,53,2
89,24,1
51,74,0
39,73,0
49,36,2
52,47,2
84,43,0
2,88,1
21,79,0
64,40,3
34,54,3
13,54,1
40,40,2
95,37,1
37,90,1
97,82,1
58,44,3
49,89,1
53,68,0
41,6,1
84,38,0
95,32,1
86,91,1
60,8,1
30,85,1
22,46,0
5,31,1
84,43,0
46,11,1
17,92,1
45,50,2
0,47,1
38,13,1
34,43,3
27,35,3
33,39,3
56,79,0
45,76,0
8,76,1
5,39,1
62,63,3
28,42,3
12,76,1
14,70,1
65,93,1
63,29,3
12,80,1
32,53,3
86,98,1
92,14,1
7,26,1
99,43,1
71,25,0
66,33,0
77,41,0
93,16,1
87,90,1
57,51,3
25,8,1
58,99,1
31,9,1
83,54,0
26,55,3
90,83,1
61,31,3
67,66,0
19,89,1
99,93,1
28,4,1
72,6,1
89,74,1
23,91,1
73,86,1
48,31,3
43,74,0
1,17,1
48,96,1
66,32,0
9,28,1
33,94,1
94,48,1
57,1,1
70,48,0
19,95,1
65,91,1
91,95,1
73,37,0
3,8,1
95,9,1
24,35,0
36,39,2
37,31,3
81,78,0
83,50,0
36,73,0
75,20,0
13,89,1
46,38,2
1,99,1
18,56,0
16,53,0
43,34,3
84,99,1
92,50,1
81,23,0
75,72,0
48,47,2
70,16,0
65,39,0
73,56,0
65,70,0
82,30,0
3,49,1
80,48,0
89,63,1
77,70,0
76,85,1
86,24,1
51,6,1
65,2,1
79,17,0
46,13,1
12,10,1
58,45,3
39,48,2
95,97,1
36,56,3
21,82,0
55,13,1
60,60,3
0,16,1
13,75,1
63,56,3
43,58,3
64,65,0
69,8,1
4,34,1
78,76,0
88,96,1
46,34,3
58,4,1
27,99,1
10,38,1
27,45,3
53,60,3
12,91,1
16,39,0
77,54,0
49,47,2
32,32,3
61,12,1
62,85,1
73,55,0
33,90,1
48,25,0
16,61,0
28,72,0
90,98,1
34,15,1
48,29,3
68,8,1
43,3,1
50,42,2
88,75,1
78,30,0
38,85,1
53,5,1
29,14,1
34,0,1
70,80,0
79,27,0
30,80,0
83,70,0
78,29,0
40,57,3
43,62,3
57,27,3
90,75,1
26,42,3
43,27,3
28,25,0
63,39,3
58,60,3
92,58,1
17,36,0
85,48,1
98,15,1
32,70,0
80,82,0
61,61,3
11,18,1
46,5,1
26,25,0
61,98,1
66,79,0
71,58,0
59,58,3
40,18,0
64,98,1
52,35,3
98,78,1
49,17,0
41,3,1
10,24,1
41,14,1
94,85,1
42,8,1
55,96,1
48,34,3
83,49,0
65,60,0
75,16,0
80,94,1
55,97,1
53,63,3
99,14,1
83,26,0
41,61,3
97,17,1
81,96,1
63,78,0
47,84,0
81,97,1
52,3,1
97,75,1
52,15,1
88,21,1
24,43,0
45,1,1
90,10,1
68,93,1
93,37,1
8,93,1
73,96,1
71,59,0
98,96,1
67,16,0
11,27,1
7,43,1
66,30,0
81,61,0
21,50,0
81,79,0
83,54,0
22,0,1
8,17,1
34,90,1
2,61,1
97,67,1
80,87,1
5,12,1
94,83,1
48,88,1
53,70,0
36,0,1
96,75,1
12,39,1
22,75,0
52,86,1
15,51,1
84,20,0
74,25,0
1,63,1
92,17,1
15,35,1
48,16,0
6,90,1
39,75,0
97,20,1
53,65,0
33,96,1
51,71,0
71,82,0
29,40,3
68,55,0
69,39,0
60,51,3
25,52,0
18,74,0
67,56,0
95,88,1
72,58,0
16,41,0
75,75,0
87,23,1
15,79,1
75,72,0
95,59,1
81,22,0
37,54,2
64,82,0
53,91,1
87,96,1
4,34,1
10,55,1
32,3,1
98,47,1
81,53,0
86,77,1
92,70,1
15,75,1
66,62,0
52,93,1
2,8,1
70,64,0
6,65,1
51,58,3
26,4,1
46,66,0
76,74,0
65,10,1
39,82,0
40,41,2
23,52,0
72,0,1
4,80,1
85,68,1
30,34,3
59,49,3
51,3,1
92,4,1
77,40,0
26,65,0
92,83,1
97,6,1
77,1,1
7,22,1
8,85,1
88,16,1
39,21,0
59,63,3
13,3,1
17,14,1
91,73,1
6,73,1
33,18,0
61,44,3
10,70,1
23,17,0
6,49,1
85,93,1
22,22,0
13,24,1
6,5,1
25,19,0
91,64,1
28,17,0
22,32,0
61,30,3
92,74,1
42,1,1
96,94,1
7,54,1
63,89,1
47,58,3
59,47,3
49,78,0
76,51,0
4,21,1
88,7,1
15,23,1
76,7,1
26,6,1
86,65,1
85,28,1
31,37,3
53,11,1
74,31,0
78,33,0
77,61,0
75,27,0
29,32,3
54,4,1
70,92,1
33,52,3
39,62,3
0,76,1
48,64,3
40,6,1
37,27,3
34,6,1
23,75,0
99,24,1
2,23,1
45,58,3
7,3,1
44,31,3
31,32,3
38,72,0
21,4,1
38,59,3
54,84,0
49,89,1
30,97,1
58,48,3
38,80,0
32,80,0
44,8,1
51,2,1
49,93,1
20,9,1
3,5,1
88,22,1
89,73,1
98,74,1
69,96,1
34,25,0
81,55,0
34,17,0
20,75,0
91,4,1
69,14,1
36,86,1
14,84,1
83,18,0
89,10,1
69,36,0
6,74,1
84,1,1
45,77,0
72,64,0
35,73,0
18,31,0
67,19,0
71,65,0
82,25,0
16,76,0
91,57,1
94,79,1
97,93,1
79,39,0
94,68,1
3,90,1
25,78,0
41,52,2
43,52,2
28,82,0
85,72,1
3,4,1
96,37,1
50,65,0
77,11,1
40,17,0
12,53,1
20,26,0
57,59,3
76,27,0
73,64,0
99,88,1
11,46,1
97,35,1
70,22,0
98,92,1
53,65,0
94,66,1
87,4,1
32,44,3
29,92,1
34,38,3
13,62,1
67,53,0
7,8,1
49,49,2
22,78,0
37,80,0
54,34,3
11,62,1
47,22,0
38,29,3
53,52,2
51,72,0
80,11,1
93,37,1
35,35,3
65,28,0
46,9,1
29,92,1
19,18,0
90,26,1
62,54,3
94,14,1
17,96,1
83,21,0
15,17,1
32,96,1
89,78,1
93,91,1
76,84,0
31,61,3
38,31,3
24,38,0
39,26,3
38,89,1
88,38,1
40,63,3
57,80,0
13,47,1
44,77,0
79,70,0
19,73,0
64,87,1
23,53,0
91,54,1
1,60,1
47,96,1
39,48,2
27,52,3
96,93,1
97,70,1
1,5,1
96,72,1
90,44,1
13,67,1
44,82,0
37,23,0
65,44,0
65,75,0
4,79,1
20,90,1
28,11,1
45,20,0
80,13,1
79,50,0
81,41,0
54,54,2
18,4,1
79,9,1
68,17,0
86,85,1
73,4,1
93,68,1
18,63,0
79,38,0
71,74,0
50,6,1
18,75,0
16,23,0
14,16,1
5,5,1
2,29,1
34,0,1
14,16,1
4,16,1
76,54,0
72,8,1
40,31,3
72,74,0
76,9,1
89,21,1
41,59,3
63,66,0
63,1,1
86,57,1
87,63,1
25,23,0
27,91,1
69,26,0
17,48,0
30,69,0
33,36,3
16,6,1
65,51,0
46,48,2
12,58,1
77,25,0
86,5,1
50,91,1
94,39,1
17,70,0
15,53,1
23,97,1
48,76,0
23,70,0
13,34,1
94,36,1
17,30,0
29,44,3
14,65,1
96,55,1
14,66,1
42,31,3
66,6,1
76,61,0
65,28,0
78,3,1
81,87,1
15,58,1
48,21,0
35,45,3
44,97,1
61,96,1
76,61,0
58,90,1
71,42,0
83,25,0
41,97,1
23,21,0
68,76,0
95,68,1
81,47,0
28,85,1
76,77,0
35,56,3
97,43,1
70,58,0
20,68,0
88,1,1
3,30,1
58,50,3
97,50,1
8,95,1
23,52,0
51,61,3
21,4,1
42,64,3
15,38,1
21,75,0
72,16,0
26,96,1
69,30,0
45,77,0
61,64,3
51,4,1
28,47,3
43,87,1
55,28,3
68,32,0
16,22,0
77,94,1
52,96,1
63,50,3
13,35,1
39,82,0
52,25,0
57,21,0
68,37,0
59,88,1
44,33,3
89,60,1
14,41,1
0,2,1
9,62,1
72,41,0
58,94,1
32,97,1
86,68,1
83,89,1
70,15,1
57,87,1
14,53,1
4,15,1
71,52,0
26,33,3
26,55,3
15,88,1
22,5,1
5,66,1
40,1,1
33,97,1
92,60,1
67,25,0
16,37,0
65,23,0
0,96,1
9,4,1
34,57,3
62,14,1
67,22,0
60,60,3
18,68,0
49,43,2
78,46,0
6,16,1
46,93,1
83,26,0
65,50,0
9,64,1
61,20,0
96,37,1
0,9,1
48,56,3
73,37,0
60,84,0
53,97,1
32,46,3
25,43,0
32,21,0
48,36,2
37,8,1
26,7,1
31,71,0
79,25,0
91,87,1
94,87,1
33,73,0
42,80,0
76,8,1
82,72,0
1,78,1
22,63,0
73,82,0
8,86,1
35,63,3
82,2,1
12,90,1
81,31,0
1,85,1
90,81,1
7,10,1
7,46,1
21,12,1
71,82,0
97,67,1
76,50,0
16,70,0
70,92,1
40,10,1
21,79,0
24,34,0
80,93,1
32,61,3
22,11,1
4,14,1
4,77,1
4,17,1
42,64,3
63,80,0
86,74,1
6,30,1
74,57,0
71,56,0
16,53,0
64,97,1
25,7,1
61,38,3
14,21,1
16,12,1
52,93,1
32,10,1
69,6,1
99,31,1
80,56,0
47,10,1
64,82,0
29,59,3
9,41,1
11,66,1
99,21,1
39,21,0
93,62,1
69,18,0
89,94,1
55,49,3
65,86,1
29,86,1
25,14,1
5,54,1
9,44,1
95,44,1
7,65,1
33,40,3
29,90,1
78,31,0
48,38,2
32,98,1
45,53,2
77,33,0
51,3,1
35,70,0
83,5,1
94,12,1
25,97,1
72,33,0
34,57,3
99,22,1
94,70,1
23,71,0
51,35,3
2,58,1
26,81,0
50,73,0
83,73,0
1,69,1
40,9,1
42,41,2
79,19,0
42,46,2
12,61,1
52,18,0
71,75,0
93,26,1
68,51,0
40,7,1
59,64,3
85,11,1
78,42,0
3,27,1
75,83,0
10,17,1
5,14,1
48,77,0
2,18,1
0,72,1
60,30,3
84,61,0
46,67,0
52,94,1
50,58,3
42,96,1
59,41,3
21,66,0
79,12,1
17,46,0
33,27,3
95,26,1
66,12,1
12,50,1
37,26,3
52,44,2
37,5,1
15,33,1
43,91,1
49,58,3
40,20,0
33,31,3
36,72,0
79,83,0
78,34,0
69,89,1
26,32,3
72,59,0
4,52,1
7,15,1
7,79,1
97,33,1
36,95,1
86,99,1
43,69,0
84,10,1
75,95,1
9,83,1
21,78,0
44,65,0
12,25,1
22,25,0
79,12,1
70,55,0
12,95,1
22,81,0
83,60,0
10,0,1
26,47,3
4,66,1
84,48,0
93,60,1
98,42,1
58,96,1
36,7,1
48,85,1
41,41,2
39,26,3
73,28,0
33,58,3
47,98,1
65,98,1
17,56,0
80,12,1
94,8,1
18,33,0
38,56,3
9,72,1
29,61,3
54,35,3
81,91,1
46,23,0
15,42,1
67,67,0
59,18,0
31,30,3
31,99,1
53,46,2
56,56,3
73,40,0
73,47,0
60,77,0
85,49,1
87,0,1
30,46,3
42,49,2
44,54,2
1,17,1
18,79,0
92,80,1
15,80,1
46,69,0
74,73,0
16,30,0
42,71,0
36,0,1
23,8,1
80,53,0
67,99,1
11,97,1
62,27,3
89,78,1
15,67,1
99,11,1
20,12,1
64,7,1
6,89,1
27,65,0
4,41,1
56,77,0
31,35,3
94,48,1
49,1,1
59,91,1
63,79,0
4,8,1
54,15,1
9,22,1
97,61,1
75,24,0
84,22,0
63,39,3
50,42,2
80,54,0
59,54,3
54,42,2
10,16,1
3,21,1
9,15,1
28,5,1
10,12,1
41,6,1
5,5,1
40,68,0
91,61,1
90,65,1
42,31,3
79,82,0
41,1,1
6,86,1
9,91,1
89,45,1
50,88,1
57,32,3
38,22,0
82,66,0
16,31,0
30,93,1
71,52,0
84,43,0
32,65,0
5,27,1
65,28,0
31,38,3
86,64,1
7,76,1
80,39,0
82,64,0
86,67,1
52,66,0
37,8,1
74,52,0
55,48,3
77,74,0
14,78,1
25,86,1
40,35,3
64,81,0
37,48,2
89,85,1
15,82,1
79,65,0
19,2,1
42,17,0
2,86,1
30,60,3
53,39,2
71,69,0
27,83,0
82,63,0
74,25,0
47,15,1
89,47,1
82,85,1
49,75,0
37,80,0
66,55,0
48,55,3
91,16,1
49,46,2
40,0,1
2,5,1
62,83,0
57,5,1
99,2,1
97,54,1
65,77,0
35,19,0
68,97,1
42,80,0
16,42,0
52,36,2
41,91,1
30,95,1
33,39,3
55,95,1
62,50,3
24,46,0
44,75,0
6,38,1
88,55,1
14,53,1
25,60,0
30,20,0
4,22,1
10,35,1
41,90,1
21,25,0
8,80,1
43,47,2
9,44,1
49,49,2
32,43,3
31,15,1
92,0,1
13,99,1
29,24,0
54,72,0
75,4,1
30,93,1
88,8,1
1,61,1
57,78,0
56,86,1
40,51,2
90,32,1
49,66,0
46,60,3
40,96,1
4,53,1
59,76,0
54,63,3
68,55,0
88,25,1
47,71,0
71,86,1
12,19,1
87,42,1
78,25,0
9,25,1
34,2,1
31,1,1
50,80,0
71,41,0
91,76,1
39,10,1
35,48,3
15,90,1
76,56,0
67,80,0
84,53,0
86,64,1
38,57,3
19,24,0
96,99,1
4,39,1
76,24,0
9,79,1
66,45,0
9,29,1
95,96,1
10,53,1
30,87,1
57,48,3
10,91,1
40,43,2
53,64,3
59,17,0
31,56,3
19,46,0
33,58,3
47,10,1
75,91,1
86,96,1
82,64,0
57,63,3
91,45,1
86,24,1
62,49,3
94,18,1
47,96,1
50,13,1
57,21,0
94,73,1
6,27,1
44,32,3
73,96,1
59,97,1
73,66,0
69,88,1
60,34,3
49,55,3
77,86,1
43,0,1
51,39,2
42,91,1
36,85,1
69,54,0
45,64,3
30,83,0
10,74,1
94,65,1
63,3,1
87,1,1
65,12,1
87,10,1
7,96,1
54,3,1
34,50,3
11,79,1
89,60,1
25,13,1
5,87,1
96,13,1
54,48,2
76,68,0
24,7,1
97,57,1
2,46,1
96,60,1
0,31,1
11,42,1
32,61,3
14,73,1
82,14,1
26,50,3
56,15,1
84,36,0
18,78,0
39,13,1
97,31,1
21,80,0
43,48,2
80,20,0
26,97,1
51,88,1
27,25,0
85,83,1
81,23,0
76,1,1
40,70,0
49,69,0
44,52,2
86,79,1
97,48,1
38,72,0
48,2,1
61,57,3
48,17,0
50,81,0
57,79,0
99,30,1
22,88,1
21,50,0
5,12,1
46,58,3
97,8,1
21,74,0
91,6,1
21,21,0
85,35,1
19,2,1
84,64,0
82,2,1
69,32,0
56,88,1
68,64,0
86,50,1
5,89,1
20,6,1
33,98,1
4,83,1
22,61,0
21,27,0
77,13,1
19,67,0
26,40,3
53,66,0
16,15,1
71,90,1
59,97,1
62,65,0
10,71,1
76,9,1
15,13,1
19,84,0
87,15,1
1,51,1
38,63,3
95,99,1
59,67,0
2,77,1
4,91,1
76,66,0
51,25,0
22,28,0
5,49,1
88,16,1
59,41,3
31,82,0
38,75,0
93,93,1
36,76,0
89,30,1
62,12,1
54,91,1
7,9,1
20,83,0
38,20,0
0,92,1
72,54,0
28,11,1
56,23,0
92,52,1
96,7,1
64,81,0
39,50,2
98,21,1
76,82,0
69,85,1
90,27,1
40,96,1
62,17,0
46,20,0
51,14,1
1,3,1
10,20,1
20,18,0
15,12,1
13,22,1
6,37,1
2,41,1
24,17,0
96,97,1
89,14,1
15,50,1
12,78,1
78,44,0
46,98,1
47,44,2
87,31,1
78,22,0
24,69,0
39,44,2
0,45,1
80,33,0
91,0,1
59,51,3
3,56,1
96,71,1
27,76,0
66,55,0
38,49,2
8,96,1
9,89,1
22,99,1
18,30,0
85,22,1
5,54,1
95,18,1
44,92,1
14,41,1
0,83,1
36,58,3
19,50,0
16,2,1
9,47,1
19,31,0
8,61,1
1,54,1
60,89,1
26,87,1
4,19,1
57,38,3
12,42,1
96,25,1
28,23,0
30,67,0
7,20,1
68,10,1
50,65,0
69,33,0
84,57,0
20,14,1
1,23,1
8,58,1
60,63,3
23,42,0
68,83,0
19,21,0
4,12,1
45,63,3
16,80,0
77,90,1
53,25,0
66,7,1
94,29,1
70,53,0
6,95,1
22,39,0
57,58,3
62,99,1
36,67,0
54,24,0
65,46,0
59,48,3
1,44,1
22,46,0
98,95,1
51,17,0
42,11,1
53,51,2
40,96,1
73,36,0
85,92,1
71,14,1
78,34,0
37,44,2
75,28,0
90,69,1
16,6,1
94,19,1
35,31,3
79,35,0
96,18,1
73,36,0
48,57,3
56,71,0
21,58,0
23,45,0
44,20,0
73,19,0
71,71,0
75,60,0
37,48,2
19,87,1
85,36,1
34,55,3
75,77,0
38,38,2
11,45,1
13,87,1
73,26,0
7,46,1
75,8,1
11,1,1
94,86,1
72,21,0
29,78,0
54,83,0
46,80,0
76,1,1
66,56,0
19,9,1
87,46,1
55,24,0
98,95,1
6,24,1
83,58,0
13,3,1
35,91,1
23,89,1
46,79,0
4,58,1
32,66,0
73,90,1
25,29,0
54,17,0
94,81,1
97,17,1
48,80,0
4,44,1
68,29,0
62,16,0
39,22,0
25,15,1
72,58,0
79,9,1
60,36,3
43,73,0
69,40,0
4,77,1
81,1,1
86,13,1
48,30,3
10,70,1
15,47,1
24,45,0
7,53,1
68,89,1
26,31,3
72,25,0
5,2,1
39,53,2
99,49,1
6,20,1
32,69,0
87,12,1
88,63,1
48,26,3
10,89,1
85,26,1
36,54,2
41,71,0
48,57,3
9,63,1
93,63,1
44,98,1
64,29,3
53,54,2
99,76,1
15,23,1
73,10,1
38,38,2
52,2,1
6,67,1
6,90,1
0,45,1
10,16,1
89,53,1
89,83,1
98,68,1
36,58,3
17,41,0
34,73,0
79,68,0
13,71,1
9,89,1
38,6,1
54,20,0
29,86,1
60,26,3
19,71,0
7,48,1
70,9,1
36,10,1
20,31,0
20,96,1
98,42,1
60,49,3
7,62,1
22,92,1
52,5,1
88,38,1
2,54,1
41,20,0
86,40,1
16,24,0
51,21,0
44,10,1
19,19,0
92,46,1
89,71,1
3,15,1
8,60,1
71,62,0
60,48,3
12,83,1
0,67,1
17,78,0
74,41,0
31,49,3
3,19,1
1,20,1
91,2,1
2,55,1
71,14,1
25,21,0
28,82,0
87,8,1
73,34,0
47,21,0
84,87,1
87,26,1
60,19,0
88,57,1
66,73,0
57,29,3
56,15,1
35,23,0
16,87,1
39,67,0
95,10,1
48,34,3
21,3,1
7,70,1
36,70,0
39,59,3
60,15,1
1,48,1
33,52,3
30,52,3
97,97,1
74,30,0
2,18,1
23,51,0
95,9,1
31,4,1
85,14,1
89,69,1
89,35,1
89,12,1
56,72,0
65,64,0
59,28,3
39,57,3
48,77,0
60,35,3
71,13,1
88,5,1
70,27,0
14,58,1
61,61,3
0,61,1
4,53,1
8,68,1
22,89,1
80,43,0
83,80,0
41,15,1
67,3,1
60,31,3
14,72,1
47,96,1
36,34,3
92,74,1
63,80,0
71,4,1
66,22,0
44,65,0
95,55,1
87,0,1
25,96,1
59,49,3
90,70,1
39,83,0
50,56,3
55,57,3
12,70,1
29,16,0
99,88,1
47,78,0
42,43,2
35,47,3
48,93,1
99,5,1
69,5,1
18,3,1
61,91,1
87,2,1
84,18,0
63,45,3
65,5,1
28,52,3
64,26,3
87,42,1
81,93,1
91,45,1
15,77,1
98,69,1
21,41,0
66,65,0
63,14,1
41,23,0
45,73,0
72,36,0
25,10,1
6,14,1
35,12,1
25,72,0
85,59,1
49,88,1
30,24,0
25,30,0
6,2,1
7,9,1
45,34,3
56,28,3
6,48,1
96,35,1
99,30,1
12,68,1
1,21,1
65,92,1
89,85,1
76,32,0
6,81,1
3,92,1
59,23,0
14,33,1
95,47,1
53,68,0
17,4,1
17,37,0
70,82,0
2,89,1
59,8,1
52,71,0
34,43,3
15,88,1
37,67,0
27,0,1
92,7,1
71,57,0
14,46,1
39,6,1
13,10,1
83,27,0
39,45,2
34,48,3
48,62,3
79,6,1
91,58,1
92,32,1
98,18,1
62,97,1
4,23,1
35,66,0
95,23,1
90,60,1
79,16,0
88,62,1
4,40,1
25,64,0
36,7,1
47,23,0
14,5,1
1,50,1
91,7,1
32,13,1
59,42,3
77,57,0
27,7,1
16,90,1
59,41,3
51,34,3
22,22,0
2,5,1
73,5,1
95,42,1
50,61,3
96,31,1
76,23,0
19,90,1
71,13,1
73,51,0
71,29,0
93,1,1
27,24,0
47,3,1
60,98,1
95,63,1
48,30,3
81,44,0
75,27,0
71,31,0
50,91,1
8,56,1
72,79,0
86,38,1
0,76,1
24,28,0
97,36,1
10,74,1
73,83,0
28,31,3
62,47,3
28,47,3
35,67,0
13,95,1
92,54,1
89,76,1
85,88,1
34,25,0
74,2,1
21,63,0
94,34,1
21,69,0
40,78,0
21,51,0
89,90,1
78,27,0
33,41,3
63,86,1
66,19,0
40,87,1
31,11,1
15,48,1
1,44,1
38,82,0
1,95,1
33,63,3
36,26,3
86,72,1
36,32,3
7,13,1
49,48,2
13,89,1
35,23,0
79,17,0
59,95,1
29,1,1
96,27,1
93,57,1
16,41,0
23,54,0
61,44,3
68,7,1
75,28,0
16,24,0
43,0,1
17,10,1
34,75,0
9,58,1
87,51,1
57,77,0
29,80,0
19,11,1
18,18,0
65,57,0
41,20,0
70,19,0
55,6,1
95,9,1
27,11,1
67,40,0
8,27,1
59,25,0
42,70,0
26,76,0
54,14,1
99,48,1
66,45,0
70,18,0
30,8,1
33,88,1
64,11,1
37,84,0
17,27,0
5,4,1
44,77,0
31,16,0
94,56,1
62,1,1
18,72,0
43,24,0
54,92,1
55,38,3
81,29,0
9,37,1
13,87,1
0,65,1
43,56,3
48,18,0
54,94,1
59,99,1
94,36,1
67,66,0
11,20,1
83,18,0
94,97,1
38,31,3
64,86,1
67,96,1
93,29,1
86,1,1
16,27,0
70,74,0
57,32,3
15,95,1
61,73,0
52,68,0
37,8,1
48,91,1
75,22,0
3,59,1
85,73,1
64,37,3
8,76,1
71,86,1
55,84,0
62,77,0
38,6,1
91,56,1
35,56,3
22,2,1
6,84,1
49,1,1
86,28,1
41,53,2
11,95,1
88,50,1
80,58,0
89,61,1
61,24,0
90,4,1
99,18,1
37,52,2
