X,Y,COLOR
57,41,0
6,27,1
84,91,1
45,97,1
62,70,0
10,75,1
63,10,1
58,77,0
59,5,1
18,6,1
83,28,0
4,61,1
32,57,0
38,84,0
75,27,0
36,82,0
60,99,1
43,55,0
39,50,0
18,51,0
29,6,1
30,46,0
28,12,1
69,36,0
27,26,0
82,81,0
91,80,1
50,28,0
1,48,1
68,41,0
62,79,0
26,82,0
61,22,0
68,4,1
55,56,0
40,56,0
80,25,0
52,19,0
68,31,0
94,42,1
88,80,1
45,11,1
86,64,1
0,36,1
2,56,1
4,40,1
59,6,1
27,80,0
54,80,0
47,61,0
17,42,0
79,43,0
49,13,1
93,52,1
40,27,0
24,59,0
30,87,1
78,78,0
90,88,1
14,77,1
94,95,1
29,90,1
42,87,1
33,13,1
51,69,0
6,76,1
49,2,1
84,1,1
23,77,0
57,7,1
35,12,1
72,65,0
25,23,0
47,75,0
18,63,0
41,39,0
17,58,0
19,3,1
77,85,1
10,60,1
20,78,0
29,36,0
60,0,1
40,79,0
91,86,1
68,81,0
2,34,1
31,12,1
10,9,1
84,36,0
23,83,0
41,40,0
28,83,0
81,51,0
50,54,0
78,93,1
8,8,1
50,5,1
55,78,0
31,40,0
95,42,1
28,70,0
80,1,1
70,13,1
22,55,0
67,54,0
9,47,1
56,59,0
38,13,1
6,51,1
67,38,0
55,30,0
85,2,1
41,82,0
70,57,0
99,25,1
32,53,0
83,70,0
64,26,0
57,87,1
78,90,1
95,7,1
45,90,1
87,5,1
66,30,0
0,51,1
71,67,0
83,22,0
22,0,1
74,69,0
57,34,0
94,43,1
69,68,0
77,61,0
55,36,0
2,29,1
90,89,1
77,65,0
74,52,0
85,13,1
94,26,1
83,52,0
60,34,0
72,97,1
19,49,0
69,64,0
19,44,0
77,93,1
62,63,0
91,23,1
21,75,0
74,71,0
3,20,1
21,64,0
79,4,1
91,31,1
2,32,1
82,0,1
55,23,0
51,68,0
80,42,0
93,1,1
23,62,0
93,12,1
2,81,1
64,60,0
80,41,0
56,52,0
84,94,1
90,25,1
83,70,0
48,65,0
73,25,0
7,38,1
67,75,0
10,21,1
23,25,0
12,57,1
53,4,1
48,5,1
10,70,1
98,89,1
93,78,1
0,69,1
79,91,1
29,38,0
22,17,0
66,4,1
91,60,1
34,90,1
16,31,0
89,57,1
74,69,0
2,13,1
73,14,1
13,18,1
99,44,1
72,60,0
10,13,1
0,18,1
61,40,0
50,5,1
77,82,0
57,88,1
85,86,1
38,9,1
34,59,0
36,72,0
46,34,0
35,75,0
21,90,1
92,83,1
28,89,1
53,95,1
16,75,0
97,34,1
34,94,1
43,80,0
65,33,0
3,92,1
66,20,0
25,2,1
48,52,0
1,65,1
71,23,0
67,93,1
29,35,0
98,64,1
9,83,1
74,11,1
88,15,1
41,88,1
31,10,1
24,67,0
65,16,0
53,10,1
93,1,1
85,59,1
9,82,1
47,57,0
88,10,1
62,77,0
88,44,1
52,17,0
45,9,1
15,21,1
72,95,1
66,37,0
38,29,0
21,78,0
47,5,1
63,96,1
60,22,0
85,61,1
31,1,1
7,61,1
75,67,0
16,30,0
53,92,1
92,44,1
17,71,0
24,87,1
55,74,0
39,11,1
73,79,0
19,4,1
82,61,0
21,12,1
3,69,1
26,10,1
96,67,1
78,96,1
99,8,1
88,30,1
46,33,0
87,77,1
88,66,1
82,89,1
14,84,1
56,46,0
7,48,1
86,15,1
89,52,1
21,97,1
21,92,1
71,30,0
9,40,1
11,98,1
49,48,0
88,31,1
88,23,1
65,60,0
44,35,0
9,64,1
70,66,0
17,79,0
77,75,0
86,83,1
82,79,0
68,32,0
8,94,1
59,91,1
29,5,1
8,87,1
23,82,0
19,10,1
0,24,1
53,61,0
19,68,0
95,49,1
29,12,1
44,52,0
16,83,0
66,5,1
27,51,0
7,26,1
1,60,1
27,95,1
90,80,1
68,51,0
83,13,1
48,7,1
3,9,1
98,3,1
16,44,0
49,2,1
87,19,1
74,61,0
32,64,0
33,10,1
37,62,0
11,30,1
55,89,1
69,86,1
45,5,1
50,93,1
32,33,0
33,48,0
99,25,1
77,33,0
97,94,1
37,46,0
47,12,1
0,52,1
66,8,1
38,72,0
51,55,0
66,11,1
48,1,1
48,60,0
21,93,1
97,75,1
6,93,1
31,50,0
7,42,1
66,49,0
76,48,0
23,15,1
63,10,1
21,75,0
83,90,1
76,60,0
80,74,0
65,55,0
62,57,0
3,88,1
38,74,0
97,61,1
98,56,1
57,36,0
76,20,0
60,13,1
90,0,1
72,51,0
29,75,0
60,54,0
38,28,0
21,68,0
26,89,1
81,96,1
14,77,1
41,10,1
92,93,1
0,12,1
0,54,1
32,48,0
86,78,1
68,96,1
37,58,0
43,46,0
60,72,0
89,1,1
51,94,1
88,10,1
49,36,0
5,89,1
81,90,1
4,76,1
11,39,1
92,52,1
5,36,1
21,35,0
74,59,0
90,57,1
57,20,0
42,91,1
35,78,0
63,90,1
49,65,0
17,42,0
69,73,0
30,1,1
97,35,1
36,2,1
35,71,0
16,85,1
83,63,0
73,59,0
20,29,0
32,11,1
22,85,1
79,76,0
30,35,0
48,20,0
94,3,1
58,77,0
17,53,0
93,76,1
36,18,0
4,52,1
16,5,1
3,24,1
12,15,1
28,0,1
87,35,1
30,46,0
87,69,1
51,11,1
47,85,1
79,31,0
76,4,1
83,38,0
22,13,1
3,3,1
59,48,0
7,74,1
76,48,0
11,18,1
29,13,1
93,39,1
23,68,0
60,30,0
24,43,0
86,20,1
0,12,1
8,82,1
66,99,1
21,94,1
54,47,0
67,43,0
83,86,1
15,73,1
61,23,0
15,27,1
26,92,1
20,57,0
34,63,0
95,67,1
99,17,1
0,18,1
89,92,1
1,45,1
61,81,0
56,68,0
82,6,1
18,39,0
77,54,0
62,51,0
90,47,1
57,33,0
17,18,0
34,24,0
52,43,0
18,83,0
30,68,0
61,91,1
8,20,1
11,26,1
88,99,1
58,90,1
88,53,1
5,69,1
29,14,1
60,58,0
1,35,1
54,44,0
43,32,0
29,3,1
96,54,1
51,90,1
53,85,1
25,20,0
30,13,1
83,7,1
46,14,1
23,53,0
6,97,1
73,13,1
97,86,1
97,58,1
40,60,0
7,13,1
58,91,1
83,29,0
90,92,1
97,83,1
21,38,0
50,54,0
88,50,1
79,17,0
82,4,1
87,90,1
59,11,1
64,42,0
75,15,1
26,72,0
32,37,0
39,59,0
1,80,1
42,50,0
60,11,1
21,4,1
30,44,0
37,45,0
75,39,0
4,54,1
97,89,1
21,71,0
69,10,1
36,61,0
70,37,0
48,61,0
23,17,0
50,63,0
43,79,0
38,36,0
36,40,0
7,93,1
39,32,0
37,37,0
83,58,0
77,84,0
15,69,1
35,92,1
9,36,1
95,44,1
19,60,0
40,81,0
46,12,1
31,87,1
73,97,1
68,36,0
74,52,0
29,46,0
93,76,1
18,76,0
76,12,1
57,67,0
0,2,1
82,27,0
70,69,0
3,96,1
40,61,0
57,55,0
64,84,0
62,44,0
82,6,1
11,30,1
0,27,1
35,45,0
11,79,1
20,89,1
77,74,0
89,56,1
16,73,0
95,73,1
64,78,0
69,39,0
73,90,1
66,15,1
27,60,0
27,60,0
71,55,0
27,74,0
12,78,1
48,8,1
9,35,1
22,22,0
58,71,0
70,20,0
26,12,1
61,81,0
6,47,1
69,54,0
84,47,0
75,98,1
61,68,0
50,80,0
46,83,0
37,78,0
31,69,0
55,42,0
29,43,0
33,34,0
32,98,1
88,31,1
4,7,1
76,63,0
56,26,0
59,10,1
40,71,0
0,66,1
42,54,0
88,22,1
54,45,0
82,61,0
79,2,1
30,27,0
4,31,1
27,59,0
52,54,0
35,81,0
35,25,0
37,72,0
12,71,1
78,70,0
12,58,1
61,41,0
2,76,1
68,31,0
5,23,1
15,29,1
11,38,1
36,11,1
86,43,1
26,96,1
76,29,0
1,2,1
72,97,1
92,15,1
55,31,0
73,66,0
65,31,0
26,84,0
51,69,0
52,81,0
3,24,1
78,55,0
27,31,0
8,73,1
66,98,1
63,61,0
3,26,1
32,52,0
31,24,0
88,33,1
89,64,1
82,72,0
92,97,1
7,33,1
42,23,0
96,57,1
98,45,1
6,22,1
91,56,1
60,72,0
82,36,0
81,66,0
26,79,0
25,99,1
92,13,1
46,37,0
23,0,1
80,70,0
78,81,0
83,1,1
38,3,1
41,69,0
51,96,1
58,47,0
32,35,0
20,46,0
17,52,0
87,5,1
1,20,1
49,85,1
80,96,1
15,39,1
74,49,0
48,52,0
37,86,1
83,27,0
48,73,0
63,25,0
21,10,1
74,44,0
26,26,0
32,69,0
40,99,1
28,58,0
66,39,0
10,65,1
88,51,1
30,27,0
5,28,1
68,85,1
0,93,1
64,66,0
82,57,0
60,59,0
76,2,1
61,98,1
52,22,0
98,17,1
3,37,1
92,73,1
2,83,1
28,18,0
27,59,0
68,83,0
58,11,1
53,85,1
95,80,1
44,31,0
6,1,1
72,40,0
14,61,1
36,89,1
33,11,1
57,58,0
23,74,0
61,47,0
92,79,1
60,93,1
37,85,1
19,69,0
6,84,1
85,54,1
67,65,0
54,94,1
33,91,1
35,13,1
6,31,1
24,35,0
40,1,1
9,21,1
49,4,1
92,14,1
10,55,1
76,88,1
37,58,0
85,73,1
47,17,0
57,91,1
22,74,0
51,55,0
89,22,1
3,91,1
94,55,1
68,44,0
89,38,1
31,71,0
8,60,1
62,65,0
73,38,0
48,81,0
80,12,1
63,9,1
72,94,1
98,65,1
23,39,0
7,73,1
25,6,1
