X,Y,COLOR
31,74,0
90,69,1
29,86,1
4,98,1
98,57,1
12,30,1
39,60,1
81,23,0
97,13,1
49,33,1
32,42,0
20,13,1
74,89,1
15,65,1
49,79,1
25,15,1
48,4,1
52,72,1
35,14,1
20,51,0
30,65,0
27,19,0
78,9,1
60,51,1
37,58,1
94,27,1
56,78,1
37,60,1
61,36,1
13,7,1
64,52,1
46,60,1
86,38,1
36,65,1
75,23,1
49,50,1
38,49,1
31,79,0
65,10,1
32,87,1
11,25,1
67,45,1
86,25,1
32,42,0
31,11,1
53,21,1
69,32,1
44,65,1
44,45,1
45,16,1
57,43,1
2,20,1
85,82,1
64,79,1
99,50,1
73,67,1
96,24,1
77,15,1
34,74,0
98,6,1
15,27,1
41,84,1
22,69,0
29,97,1
78,19,0
50,49,1
52,97,1
80,62,0
1,40,1
43,85,1
27,98,1
46,44,1
22,22,0
55,82,1
92,64,1
60,39,1
99,5,1
1,88,1
98,35,1
8,37,1
32,19,0
51,13,1
47,42,1
22,67,0
64,16,1
98,26,1
96,51,1
91,32,1
72,38,1
16,17,0
23,98,1
52,83,1
17,62,0
5,23,1
74,87,1
46,90,1
24,21,0
55,78,1
73,15,1
19,0,1
79,90,1
33,15,1
87,85,1
30,88,1
32,56,0
73,71,1
36,70,1
70,56,1
56,14,1
96,81,1
76,19,0
62,23,1
17,60,0
63,65,1
40,18,1
30,40,0
50,66,1
12,62,1
34,23,0
79,66,0
10,7,1
32,55,0
32,27,0
91,8,1
51,94,1
32,74,0
90,51,1
69,43,1
59,27,1
14,75,1
74,23,1
72,35,1
83,51,0
91,72,1
27,69,0
45,79,1
67,35,1
70,20,1
47,38,1
56,18,1
59,53,1
34,51,0
22,68,0
25,38,0
40,38,1
68,27,1
8,74,1
61,1,1
37,50,1
35,2,1
54,67,1
81,21,0
63,26,1
19,12,1
23,27,0
91,43,1
53,57,1
49,69,1
41,79,1
94,2,1
45,43,1
66,63,1
39,1,1
31,4,1
7,15,1
10,20,1
74,34,1
19,41,0
23,68,0
35,95,1
55,4,1
58,53,1
43,36,1
25,54,0
16,76,0
44,32,1
24,60,0
66,66,1
93,22,1
60,31,1
93,80,1
71,65,1
28,23,0
47,67,1
39,83,1
78,3,1
87,4,1
49,89,1
80,42,0
54,94,1
62,13,1
68,94,1
29,7,1
59,24,1
13,82,1
95,56,1
74,28,1
91,88,1
44,72,1
32,0,1
62,76,1
78,58,0
3,6,1
5,51,1
95,94,1
86,62,1
28,29,0
69,46,1
35,78,1
19,72,0
10,96,1
43,85,1
24,81,0
77,70,0
57,80,1
5,90,1
76,36,0
29,15,1
89,40,1
5,58,1
46,11,1
25,62,0
68,43,1
94,57,1
83,26,0
15,49,1
85,45,1
82,16,0
26,57,0
26,42,0
19,23,0
70,79,1
6,51,1
81,60,0
16,10,1
65,43,1
37,97,1
51,60,1
77,13,1
3,50,1
11,6,1
59,9,1
55,35,1
39,6,1
48,50,1
81,9,1
8,39,1
93,91,1
23,20,0
12,43,1
4,70,1
64,23,1
7,12,1
89,14,1
58,20,1
90,6,1
38,89,1
42,1,1
42,13,1
18,4,1
26,46,0
10,16,1
0,58,1
64,66,1
15,52,1
2,66,1
60,93,1
14,60,1
95,47,1
68,81,1
38,74,1
69,43,1
56,38,1
93,38,1
50,22,1
29,67,0
30,40,0
57,45,1
80,66,0
97,49,1
36,54,1
37,88,1
40,38,1
55,27,1
50,99,1
56,79,1
63,9,1
87,75,1
0,65,1
62,86,1
98,58,1
75,14,1
41,32,1
20,71,0
89,93,1
4,29,1
19,8,1
23,63,0
56,65,1
96,59,1
19,14,1
99,23,1
4,17,1
1,65,1
32,82,0
11,75,1
34,97,1
82,84,0
3,45,1
53,40,1
2,93,1
81,45,0
4,38,1
76,26,0
58,71,1
23,70,0
68,6,1
90,92,1
3,50,1
55,18,1
53,10,1
81,37,0
10,45,1
9,84,1
17,5,1
49,84,1
80,88,1
13,2,1
44,71,1
19,28,0
14,56,1
71,96,1
29,11,1
56,95,1
3,55,1
97,59,1
49,28,1
82,16,0
56,81,1
83,55,0
34,14,1
47,71,1
62,12,1
40,34,1
13,19,1
55,34,1
85,3,1
9,86,1
49,96,1
52,8,1
5,25,1
44,3,1
46,26,1
76,46,0
94,7,1
1,97,1
31,94,1
20,80,0
91,97,1
3,26,1
22,0,1
52,79,1
61,73,1
94,82,1
34,32,0
97,28,1
62,29,1
13,83,1
88,38,1
43,46,1
62,52,1
27,56,0
63,51,1
32,32,0
48,52,1
8,1,1
92,36,1
52,14,1
87,36,1
77,29,0
80,30,0
45,75,1
52,34,1
54,16,1
0,84,1
64,0,1
30,55,0
42,58,1
69,70,1
41,76,1
18,58,0
21,41,0
34,57,0
18,38,0
0,8,1
71,31,1
27,36,0
63,53,1
48,77,1
40,49,1
11,43,1
85,40,1
14,66,1
96,75,1
16,74,0
53,59,1
48,75,1
87,46,1
59,81,1
53,77,1
68,91,1
99,75,1
5,60,1
97,17,1
14,25,1
26,57,0
13,14,1
22,51,0
96,27,1
72,65,1
69,61,1
1,22,1
58,59,1
76,58,0
58,62,1
86,87,1
45,63,1
55,5,1
25,3,1
8,56,1
39,12,1
84,59,0
32,16,0
25,11,1
92,79,1
92,4,1
80,58,0
52,65,1
15,58,1
11,43,1
83,75,0
30,79,0
95,32,1
57,82,1
26,85,1
31,71,0
52,2,1
69,0,1
59,91,1
45,49,1
31,9,1
11,60,1
61,50,1
55,97,1
10,90,1
20,14,1
26,38,0
17,63,0
95,96,1
38,81,1
73,85,1
98,81,1
82,90,1
57,86,1
77,58,0
99,26,1
37,75,1
56,32,1
13,19,1
83,22,0
39,41,1
88,2,1
19,91,1
3,81,1
16,51,0
98,6,1
82,14,1
66,3,1
0,40,1
44,81,1
80,51,0
44,33,1
64,51,1
12,27,1
96,68,1
35,60,1
64,90,1
14,20,1
86,92,1
76,57,0
81,39,0
4,93,1
38,20,1
66,76,1
31,74,0
87,79,1
35,80,1
18,49,0
99,25,1
57,22,1
39,43,1
29,47,0
12,5,1
84,27,0
17,34,0
35,67,1
48,85,1
12,73,1
8,95,1
69,38,1
67,99,1
32,60,0
22,61,0
30,14,1
46,90,1
90,2,1
54,41,1
43,67,1
59,18,1
82,56,0
20,99,1
47,34,1
26,29,0
49,34,1
66,90,1
50,59,1
53,27,1
11,77,1
19,66,0
91,33,1
20,13,1
68,49,1
91,24,1
25,89,1
64,56,1
43,64,1
6,63,1
96,27,1
29,77,0
86,96,1
51,21,1
5,71,1
50,7,1
7,36,1
44,25,1
64,49,1
23,80,0
3,89,1
0,25,1
45,57,1
66,71,1
43,32,1
92,18,1
84,64,0
67,80,1
51,88,1
8,92,1
93,38,1
18,6,1
90,41,1
87,14,1
42,28,1
86,0,1
69,55,1
82,40,0
17,99,1
39,38,1
91,50,1
95,75,1
51,21,1
87,51,1
98,22,1
5,59,1
0,68,1
30,50,0
21,31,0
1,16,1
94,30,1
64,4,1
66,7,1
80,63,0
16,39,0
19,53,0
15,25,1
53,42,1
25,48,0
95,50,1
66,7,1
92,16,1
1,87,1
72,23,1
28,95,1
96,73,1
95,59,1
91,3,1
48,89,1
3,9,1
83,29,0
33,68,0
22,50,0
17,54,0
92,91,1
52,11,1
73,92,1
59,83,1
99,42,1
76,2,1
11,23,1
57,63,1
32,74,0
87,59,1
26,85,1
82,96,1
4,65,1
19,26,0
22,62,0
35,52,1
77,74,0
16,87,1
48,41,1
9,74,1
18,88,1
43,9,1
42,13,1
3,20,1
75,45,1
50,91,1
30,67,0
89,13,1
64,68,1
79,32,0
60,39,1
35,61,1
62,72,1
58,57,1
15,88,1
86,7,1
64,7,1
91,29,1
59,40,1
72,18,1
20,6,1
48,53,1
52,99,1
79,54,0
42,49,1
28,58,0
27,82,0
30,80,0
59,54,1
38,86,1
14,52,1
78,97,1
78,53,0
79,36,0
26,57,0
91,11,1
86,12,1
23,5,1
45,40,1
69,88,1
31,43,0
39,15,1
53,46,1
66,7,1
43,65,1
88,88,1
48,4,1
42,72,1
79,21,0
42,7,1
16,70,0
12,27,1
53,18,1
47,49,1
61,41,1
16,7,1
76,27,0
77,92,1
50,50,1
55,25,1
6,98,1
38,44,1
91,45,1
56,92,1
61,29,1
33,80,0
48,62,1
60,40,1
92,83,1
47,66,1
37,5,1
36,72,1
47,42,1
50,50,1
30,75,0
32,42,0
84,74,0
48,1,1
89,29,1
47,45,1
23,90,1
93,67,1
70,16,1
21,53,0
70,6,1
97,87,1
97,20,1
71,7,1
78,9,1
90,30,1
92,80,1
65,40,1
41,9,1
9,94,1
84,68,0
50,23,1
2,27,1
0,85,1
15,33,1
91,70,1
21,29,0
68,5,1
34,26,0
44,24,1
55,54,1
48,83,1
34,7,1
76,81,0
66,49,1
46,84,1
46,73,1
57,46,1
88,48,1
40,45,1
78,50,0
53,92,1
46,83,1
0,86,1
6,99,1
74,58,1
78,84,0
35,38,1
27,69,0
13,55,1
78,89,1
42,17,1
34,78,0
49,21,1
24,55,0
78,9,1
47,8,1
20,17,0
18,72,0
34,97,1
63,43,1
91,52,1
23,25,0
30,20,0
66,26,1
42,47,1
5,20,1
23,67,0
0,44,1
9,46,1
56,12,1
43,36,1
75,47,1
43,48,1
77,34,0
88,79,1
15,70,1
13,83,1
95,68,1
35,51,1
79,77,0
31,69,0
65,50,1
49,60,1
90,11,1
72,38,1
46,42,1
98,30,1
49,19,1
45,29,1
32,76,0
41,38,1
39,86,1
75,33,1
11,60,1
44,76,1
19,45,0
12,83,1
67,65,1
61,42,1
21,95,1
53,87,1
2,15,1
43,29,1
47,55,1
42,95,1
34,80,0
17,60,0
8,50,1
27,73,0
32,75,0
98,6,1
14,52,1
74,99,1
40,69,1
98,87,1
17,84,0
71,76,1
5,92,1
18,36,0
60,47,1
64,57,1
52,48,1
79,99,1
8,9,1
42,72,1
4,27,1
22,31,0
23,0,1
86,61,1
4,89,1
7,48,1
15,6,1
54,22,1
81,95,1
10,34,1
26,11,1
99,39,1
26,16,0
85,13,1
63,79,1
51,85,1
35,5,1
21,19,0
34,63,0
28,0,1
47,61,1
36,80,1
36,81,1
82,68,0
89,45,1
11,76,1
81,46,0
64,2,1
39,51,1
74,1,1
79,24,0
46,36,1
3,45,1
31,76,0
33,7,1
52,30,1
45,34,1
53,47,1
77,10,1
4,24,1
81,71,0
44,54,1
26,30,0
48,34,1
31,73,0
27,65,0
82,87,1
22,12,1
60,80,1
81,24,0
30,75,0
8,48,1
99,70,1
40,56,1
86,91,1
76,58,0
18,70,0
32,89,1
85,37,1
3,68,1
54,31,1
75,19,1
70,46,1
54,42,1
3,41,1
34,5,1
64,8,1
39,20,1
27,3,1
36,4,1
34,7,1
2,15,1
43,4,1
52,39,1
5,95,1
58,96,1
11,74,1
58,45,1
98,45,1
74,21,1
85,82,1
36,77,1
31,10,1
17,1,1
25,61,0
69,61,1
90,43,1
44,59,1
0,1,1
38,44,1
42,69,1
41,11,1
32,69,0
51,91,1
28,82,0
20,14,1
9,40,1
79,68,0
1,95,1
49,1,1
3,33,1
7,4,1
79,48,0
75,15,1
91,68,1
33,29,0
12,10,1
30,44,0
2,61,1
63,41,1
39,5,1
22,48,0
82,25,0
66,78,1
84,14,1
77,8,1
98,17,1
6,14,1
40,99,1
10,53,1
89,67,1
23,33,0
35,78,1
60,81,1
83,99,1
1,95,1
5,31,1
95,65,1
25,55,0
20,67,0
68,30,1
29,37,0
38,65,1
9,97,1
48,30,1
10,32,1
6,56,1
41,25,1
20,62,0
2,20,1
42,87,1
74,83,1
79,49,0
49,99,1
86,12,1
24,31,0
85,49,1
90,63,1
64,24,1
62,92,1
29,13,1
65,67,1
35,16,1
96,6,1
83,43,0
16,83,0
35,85,1
61,89,1
25,70,0
54,85,1
23,17,0
99,19,1
2,55,1
9,80,1
34,19,0
81,30,0
67,76,1
19,83,0
73,65,1
45,69,1
45,28,1
14,32,1
70,13,1
13,4,1
45,48,1
78,12,1
2,42,1
24,31,0
43,67,1
97,8,1
72,42,1
45,39,1
77,2,1
90,72,1
82,95,1
11,30,1
94,77,1
46,38,1
67,68,1
77,79,0
69,35,1
57,38,1
44,40,1
65,16,1
90,34,1
5,62,1
16,3,1
41,76,1
67,84,1
33,58,0
61,40,1
79,38,0
91,5,1
95,55,1
79,41,0
76,15,1
41,90,1
39,83,1
62,18,1
81,63,0
15,44,1
13,6,1
18,34,0
94,84,1
86,91,1
13,37,1
4,49,1
10,63,1
21,35,0
15,91,1
19,83,0
20,78,0
0,68,1
87,11,1
10,18,1
53,56,1
96,58,1
25,53,0
99,97,1
52,24,1
88,92,1
24,82,0
5,40,1
72,55,1
16,91,1
36,54,1
66,39,1
12,60,1
93,91,1
11,85,1
32,97,1
5,31,1
57,52,1
81,70,0
18,85,1
38,18,1
82,16,0
48,66,1
68,36,1
50,55,1
40,55,1
49,31,1
63,45,1
95,43,1
26,5,1
74,20,1
6,31,1
88,68,1
42,64,1
82,92,1
6,6,1
61,26,1
33,71,0
78,80,0
81,3,1
40,95,1
96,30,1
90,48,1
65,32,1
22,78,0
65,46,1
95,42,1
13,62,1
37,6,1
77,64,0
90,91,1
92,64,1
62,14,1
30,96,1
42,37,1
31,35,0
6,71,1
72,89,1
80,63,0
1,66,1
9,18,1
72,22,1
63,94,1
15,48,1
9,29,1
51,47,1
27,72,0
41,56,1
5,58,1
99,44,1
34,58,0
49,35,1
30,28,0
47,84,1
3,53,1
74,2,1
26,98,1
2,17,1
10,48,1
85,31,1
39,74,1
82,53,0
62,20,1
37,99,1
4,67,1
57,46,1
65,43,1
29,30,0
35,51,1
63,46,1
21,93,1
83,87,1
8,74,1
65,32,1
5,42,1
12,46,1
77,21,0
93,90,1
24,17,0
29,36,0
82,33,0
49,68,1
70,67,1
51,4,1
69,35,1
72,76,1
6,76,1
8,63,1
27,12,1
59,29,1
79,92,1
98,88,1
9,46,1
98,15,1
70,36,1
0,2,1
6,62,1
92,98,1
71,31,1
40,4,1
16,19,0
48,81,1
29,35,0
60,59,1
7,53,1
56,51,1
28,9,1
42,36,1
41,32,1
83,64,0
24,65,0
83,87,1
28,96,1
29,36,0
15,11,1
35,69,1
42,73,1
59,99,1
49,80,1
55,48,1
38,28,1
36,44,1
90,65,1
90,89,1
66,0,1
11,73,1
24,44,0
95,36,1
9,77,1
56,72,1
48,46,1
24,11,1
89,87,1
63,44,1
30,17,0
4,2,1
78,98,1
60,40,1
27,18,0
65,83,1
97,79,1
69,9,1
69,68,1
27,10,1
32,26,0
64,78,1
36,70,1
73,68,1
27,25,0
12,93,1
0,1,1
53,19,1
48,90,1
96,42,1
50,59,1
4,76,1
40,38,1
52,78,1
98,33,1
21,89,1
52,96,1
0,3,1
61,95,1
14,83,1
35,33,1
34,29,0
71,24,1
81,83,0
83,57,0
18,61,0
70,56,1
76,62,0
1,83,1
43,70,1
41,17,1
98,35,1
1,45,1
83,77,0
42,39,1
6,84,1
51,53,1
92,8,1
17,82,0
15,79,1
27,21,0
37,62,1
47,65,1
68,8,1
49,34,1
7,67,1
69,31,1
47,25,1
8,0,1
89,67,1
41,60,1
40,70,1
16,94,1
65,63,1
25,34,0
0,78,1
44,57,1
40,49,1
44,19,1
47,63,1
58,89,1
51,95,1
55,76,1
73,55,1
17,55,0
97,7,1
82,54,0
85,45,1
60,99,1
12,68,1
28,55,0
26,82,0
63,99,1
91,18,1
54,51,1
43,74,1
4,11,1
0,62,1
33,16,0
77,49,0
67,43,1
62,18,1
38,87,1
64,32,1
22,69,0
59,41,1
70,74,1
15,60,1
20,65,0
8,88,1
73,79,1
99,63,1
86,92,1
6,31,1
28,91,1
97,36,1
58,74,1
43,93,1
38,8,1
66,42,1
78,76,0
66,53,1
28,45,0
96,64,1
84,17,0
17,34,0
88,95,1
23,38,0
81,31,0
31,30,0
61,95,1
38,52,1
42,55,1
16,88,1
63,58,1
12,70,1
80,24,0
70,35,1
67,52,1
50,99,1
69,49,1
90,5,1
93,25,1
44,39,1
31,16,0
36,48,1
78,56,0
17,23,0
98,20,1
55,63,1
44,82,1
19,88,1
0,59,1
0,13,1
6,62,1
81,2,1
80,80,0
19,15,1
26,59,0
13,94,1
87,58,1
65,90,1
55,23,1
97,91,1
98,13,1
74,99,1
81,25,0
18,13,1
86,14,1
25,30,0
56,74,1
51,23,1
81,36,0
89,74,1
6,18,1
16,43,0
94,41,1
96,11,1
77,53,0
72,49,1
69,81,1
25,11,1
10,88,1
67,93,1
20,1,1
22,18,0
16,63,0
18,48,0
93,90,1
99,30,1
75,52,1
52,55,1
44,14,1
94,90,1
74,94,1
93,23,1
33,16,0
3,11,1
52,19,1
65,90,1
64,85,1
8,36,1
37,74,1
46,93,1
53,92,1
29,23,0
59,37,1
4,56,1
24,60,0
82,79,0
60,94,1
98,52,1
0,26,1
56,60,1
64,84,1
46,57,1
53,30,1
71,57,1
15,54,1
51,9,1
7,57,1
35,16,1
81,77,0
26,97,1
64,76,1
15,24,1
78,24,0
90,75,1
16,75,0
42,70,1
31,57,0
78,67,0
74,83,1
52,85,1
10,22,1
0,87,1
46,9,1
13,11,1
72,60,1
10,65,1
44,16,1
56,66,1
2,33,1
17,8,1
33,17,0
42,87,1
22,70,0
77,0,1
62,45,1
2,67,1
88,69,1
70,82,1
40,89,1
48,24,1
76,34,0
59,76,1
12,37,1
37,22,1
26,86,1
32,6,1
93,91,1
44,41,1
1,75,1
65,77,1
30,51,0
33,85,1
86,91,1
27,93,1
41,38,1
93,16,1
38,86,1
1,93,1
62,76,1
58,85,1
72,16,1
45,87,1
23,29,0
11,36,1
50,74,1
2,53,1
37,52,1
53,99,1
48,55,1
50,88,1
58,82,1
72,42,1
57,6,1
99,51,1
68,69,1
91,75,1
3,97,1
30,28,0
77,46,0
51,21,1
22,38,0
22,89,1
94,71,1
32,0,1
89,88,1
16,27,0
51,48,1
3,28,1
27,32,0
33,5,1
22,32,0
99,60,1
91,29,1
53,44,1
62,29,1
90,51,1
41,1,1
66,18,1
31,20,0
94,81,1
33,36,0
19,8,1
21,50,0
28,25,0
14,1,1
6,69,1
39,46,1
33,4,1
23,20,0
34,56,0
79,93,1
51,66,1
43,72,1
9,82,1
58,31,1
13,72,1
26,9,1
1,98,1
32,47,0
72,84,1
70,60,1
92,79,1
62,74,1
32,39,0
60,46,1
29,67,0
96,90,1
36,54,1
55,69,1
39,84,1
85,5,1
48,11,1
63,72,1
20,50,0
74,77,1
25,19,0
17,57,0
13,24,1
53,5,1
52,39,1
3,57,1
45,40,1
68,70,1
98,12,1
65,10,1
39,39,1
7,68,1
12,60,1
95,59,1
97,23,1
77,37,0
54,13,1
25,0,1
27,85,1
65,55,1
67,73,1
93,72,1
40,55,1
5,44,1
36,52,1
50,6,1
21,26,0
91,36,1
12,14,1
78,17,0
39,40,1
81,40,0
98,59,1
70,91,1
72,31,1
76,93,1
51,7,1
16,16,0
39,77,1
74,33,1
0,74,1
62,87,1
50,73,1
77,79,0
32,53,0
24,59,0
45,79,1
56,24,1
60,76,1
66,14,1
34,36,0
10,27,1
10,87,1
57,0,1
4,49,1
56,51,1
25,94,1
6,83,1
35,84,1
61,25,1
31,62,0
43,17,1
10,45,1
38,6,1
17,33,0
7,36,1
75,63,1
35,62,1
74,41,1
34,36,0
97,25,1
62,71,1
53,62,1
85,40,1
0,61,1
75,68,1
10,55,1
5,43,1
38,29,1
22,15,1
51,80,1
4,31,1
16,60,0
9,73,1
17,41,0
44,66,1
50,45,1
24,7,1
54,40,1
55,10,1
71,3,1
88,85,1
69,51,1
82,50,0
92,20,1
84,28,0
28,55,0
71,32,1
60,85,1
91,63,1
94,35,1
28,62,0
93,65,1
84,46,0
73,72,1
56,33,1
32,43,0
78,12,1
44,31,1
82,54,0
15,23,1
99,13,1
37,90,1
2,17,1
68,20,1
68,86,1
62,58,1
11,64,1
39,46,1
59,78,1
20,81,0
27,50,0
9,62,1
60,79,1
61,19,1
85,53,1
5,19,1
34,76,0
41,6,1
71,62,1
17,69,0
25,99,1
24,33,0
39,62,1
74,77,1
89,17,1
38,46,1
87,55,1
15,66,1
4,20,1
13,15,1
34,90,1
31,61,0
78,97,1
9,77,1
10,96,1
24,9,1
34,11,1
31,32,0
73,28,1
20,29,0
24,41,0
88,31,1
42,63,1
37,13,1
27,34,0
96,62,1
82,21,0
75,18,1
93,91,1
84,76,0
48,12,1
92,71,1
31,42,0
43,23,1
26,75,0
52,84,1
18,92,1
46,94,1
0,63,1
28,81,0
84,83,0
25,63,0
66,27,1
45,36,1
80,43,0
41,18,1
58,31,1
35,30,1
76,65,0
14,19,1
48,82,1
98,41,1
51,82,1
32,70,0
57,36,1
64,96,1
42,99,1
31,52,0
45,65,1
75,43,1
82,47,0
22,3,1
92,49,1
17,30,0
91,60,1
42,44,1
52,10,1
20,71,0
67,22,1
25,75,0
43,92,1
79,57,0
48,85,1
55,18,1
61,57,1
23,94,1
87,19,1
50,31,1
70,29,1
96,56,1
91,57,1
22,4,1
52,19,1
21,38,0
8,3,1
12,5,1
10,26,1
32,86,1
92,86,1
83,70,0
4,1,1
16,2,1
66,62,1
95,32,1
54,76,1
8,54,1
87,91,1
68,67,1
27,65,0
85,38,1
0,24,1
0,51,1
99,45,1
66,90,1
40,9,1
53,84,1
75,39,1
67,37,1
45,79,1
37,51,1
18,5,1
20,32,0
93,30,1
50,36,1
14,54,1
36,17,1
20,84,0
23,36,0
47,95,1
50,16,1
8,36,1
93,9,1
76,94,1
22,99,1
77,17,0
98,66,1
35,82,1
56,65,1
56,28,1
3,84,1
65,67,1
34,75,0
47,18,1
39,15,1
20,17,0
4,0,1
39,2,1
19,98,1
