X,Y,COLOR
48,79,0
76,92,1
11,58,1
87,14,1
25,33,0
69,92,1
10,65,1
38,13,1
97,72,1
39,76,0
7,3,1
58,60,0
56,51,0
28,41,0
73,60,0
75,26,0
64,6,1
56,15,1
66,2,1
56,81,0
99,85,1
72,83,0
23,10,1
46,18,0
75,43,0
82,31,0
76,39,0
74,74,0
1,25,1
92,84,1
97,38,1
29,69,0
0,84,1
53,59,0
18,51,0
25,57,0
88,38,1
0,67,1
5,30,1
66,98,1
53,10,1
83,36,0
79,62,0
99,95,1
22,80,0
32,90,1
84,44,0
35,51,0
40,21,0
41,93,1
15,30,1
11,51,1
26,63,0
65,53,0
93,10,1
36,80,0
97,15,1
77,42,0
84,24,0
42,55,0
81,70,0
83,66,0
80,87,1
6,23,1
15,89,1
39,51,0
3,84,1
8,27,1
47,35,0
64,41,0
52,46,0
85,22,1
73,98,1
5,80,1
82,4,1
42,22,0
32,12,1
59,8,1
96,74,1
49,78,0
53,11,1
91,99,1
20,29,0
40,50,0
92,34,1
83,25,0
44,29,0
9,93,1
91,17,1
31,49,0
14,76,1
69,43,0
39,7,1
82,29,0
74,79,0
73,22,0
9,7,1
45,11,1
82,6,1
57,11,1
82,23,0
58,9,1
61,39,0
76,51,0
4,48,1
52,17,0
11,82,1
1,50,1
81,46,0
3,9,1
60,29,0
14,47,1
58,4,1
59,64,0
73,7,1
31,36,0
60,80,0
34,29,0
64,54,0
5,60,1
23,50,0
28,66,0
9,91,1
2,48,1
82,94,1
39,2,1
38,76,0
96,58,1
12,10,1
45,84,0
1,75,1
84,63,0
73,70,0
73,20,0
87,87,1
89,78,1
5,91,1
63,91,1
26,13,1
52,85,1
5,88,1
30,43,0
1,58,1
69,85,1
4,10,1
96,91,1
52,26,0
9,50,1
6,82,1
61,93,1
96,29,1
70,88,1
33,72,0
90,57,1
70,22,0
4,72,1
42,45,0
82,80,0
98,64,1
9,20,1
31,91,1
87,26,1
94,85,1
80,3,1
34,26,0
1,35,1
4,78,1
84,42,0
4,70,1
70,83,0
96,77,1
11,37,1
93,33,1
20,32,0
73,26,0
48,79,0
46,38,0
50,75,0
13,77,1
34,44,0
66,9,1
21,49,0
43,19,0
4,3,1
74,42,0
8,27,1
17,93,1
78,56,0
88,97,1
26,41,0
60,6,1
35,17,0
44,58,0
30,76,0
77,65,0
19,5,1
23,79,0
23,26,0
34,52,0
69,21,0
35,40,0
54,40,0
90,74,1
58,87,1
80,2,1
21,95,1
84,71,0
11,88,1
9,64,1
25,76,0
9,90,1
69,6,1
16,38,0
42,38,0
45,34,0
4,81,1
24,46,0
76,24,0
87,96,1
59,76,0
56,86,1
36,79,0
70,41,0
17,76,0
8,37,1
82,52,0
11,39,1
97,21,1
49,69,0
26,8,1
76,78,0
23,83,0
47,68,0
11,73,1
51,99,1
53,20,0
8,32,1
19,63,0
74,13,1
27,30,0
27,72,0
92,74,1
0,87,1
75,0,1
11,17,1
23,66,0
39,44,0
23,70,0
42,43,0
32,15,1
13,97,1
17,59,0
29,25,0
27,20,0
79,79,0
44,85,1
51,37,0
26,7,1
5,95,1
46,52,0
28,9,1
46,12,1
40,73,0
64,2,1
16,81,0
99,33,1
46,78,0
37,66,0
4,75,1
61,91,1
25,54,0
20,84,0
85,7,1
55,71,0
58,79,0
22,97,1
1,62,1
28,0,1
48,57,0
30,60,0
46,5,1
12,64,1
31,45,0
63,25,0
50,72,0
65,44,0
3,52,1
87,83,1
86,65,1
13,37,1
54,15,1
36,20,0
94,56,1
8,89,1
25,77,0
31,93,1
18,19,0
11,28,1
27,49,0
79,8,1
49,31,0
76,91,1
22,64,0
98,92,1
69,39,0
85,62,1
68,44,0
